group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,51.74327122,158.26659063,256.03032106,1.42398152,1.28900488
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,597.61592920,1786.56449233,2571.48167669,1.53273156,1.46136183
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,124.94839609,387.98700746,630.84137808,1.35919770,1.28637338
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N5000,1,1652.77379095,4808.97919196,6422.63332947,1.68083648,1.58234558
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N1000,1,274.92108668,828.17592931,1228.67009773,1.49490785,1.41505985
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N200,1,45.50586854,144.55407852,254.73805930,1.27039918,1.17819195
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N2000,1,595.76791809,1780.07719901,2566.73459038,1.53546966,1.45883375
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N500,1,125.62357808,390.12841741,632.16398355,1.35872299,1.29056361
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N5000,1,1626.41617357,4751.76105197,6418.48174266,1.65682944,1.56351134
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N1000,1,330.88225256,950.17969131,1238.42249726,1.76183005,1.62237058
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N200,1,72.95929204,208.93020962,267.66475719,1.77989376,1.64016066
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N2000,1,709.66845878,2029.95169794,2589.38166087,1.78729645,1.66039297
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N500,1,179.13761468,510.09192835,647.42066598,1.81755316,1.66821884
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N5000,1,1871.44970414,5273.56022223,6438.84450949,1.89075659,1.73967598
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N1000,1,340.50000000,973.20245911,1243.79692640,1.79252254,1.65589928
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N200,1,73.05840708,207.74339222,265.15680444,1.82702510,1.64759914
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N2000,1,713.75752212,2039.88854629,2591.93400036,1.79298458,1.66717384
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N500,1,176.74867257,505.82665571,648.70170816,1.78403934,1.64982446
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N5000,1,1884.59566075,5298.58385571,6434.58971247,1.90731776,1.74965636
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N1000,1,256.11301860,786.74515578,1224.62496066,1.40499893,1.34498515
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N200,1,50.76429568,156.82724966,257.11066561,1.38062097,1.26957633
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N2000,1,644.73853211,1890.81919909,2582.43038796,1.63522172,1.54467390
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N500,1,149.13733906,444.00716812,640.96913116,1.55385139,1.45672372
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N5000,1,1646.10580205,4792.34885007,6417.70367246,1.67741907,1.57790133
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N1000,1,279.04786546,835.82273194,1226.95892201,1.52301604,1.43134098
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N200,1,66.65200517,194.36337137,265.09677405,1.66781702,1.53610446
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N2000,1,596.40039448,1782.21850414,2568.21715316,1.53475402,1.45972307
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N500,1,128.42302717,395.69251346,631.68142235,1.39190726,1.31149048
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N5000,1,1687.05913978,4884.56219242,6430.11267216,1.71049971,1.60663769
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N1000,1,270.13261649,820.04565778,1231.99237218,1.45833212,1.39578969
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N200,1,47.65522175,149.90247241,256.30509379,1.30752299,1.21485216
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N2000,1,625.32415902,1845.02905108,2572.81202062,1.60161019,1.51137890
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N500,1,121.32077393,381.46505766,632.70545154,1.30911790,1.25857274
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N5000,1,1710.10848126,4929.21440917,6424.05163177,1.73814184,1.62391183
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N1000,1,343.68174727,983.90492625,1251.12981499,1.78175987,1.66430664
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N200,1,75.81690141,213.15532959,264.55393798,1.90751210,1.69722159
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N2000,1,740.62996942,2098.60505258,2596.85203433,1.85134034,1.71437015
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N500,1,181.63082437,516.51954052,649.64083154,1.82639299,1.68400595
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N5000,1,1881.24014337,5295.54342377,6441.70012515,1.89845716,1.74648406
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N1000,1,343.69175627,982.12114133,1247.88146837,1.79389580,1.66587712
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N200,1,70.56814159,201.70412510,263.62461922,1.79221780,1.60774882
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N2000,1,735.15187713,2081.68042562,2586.93055186,1.85605937,1.70693910
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N500,1,168.75147929,487.15012390,645.07342568,1.72864141,1.59549371
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N5000,1,1860.25268817,5255.91863692,6449.07846581,1.87170304,1.73052371
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N1000,1,349.12000000,992.94544590,1247.00930262,1.82555262,1.68659546
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N200,1,70.60931436,202.62208781,265.12255420,1.76638403,1.60500697
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N2000,1,718.92307692,2051.31408599,2593.12914131,1.80379447,1.67619924
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N500,1,180.35502959,513.63700483,649.23649774,1.81651844,1.67523242
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N5000,1,1856.17025090,5246.68167194,6447.76106864,1.86858621,1.72769719
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N1000,1,339.13310580,973.74932300,1249.90713465,1.76264742,1.64790434
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N200,1,76.51750000,215.87191685,266.81655033,1.88227847,1.70366534
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N2000,1,734.35168196,2086.38291901,2598.39577188,1.83281758,1.70271411
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N500,1,175.21843003,502.26359649,648.02661106,1.77342740,1.63944224
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N5000,1,1873.57001972,5276.20907576,6435.66126240,1.89533701,1.74154189
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N1000,1,346.52465483,986.90943535,1245.87702802,1.81628298,1.67744648
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N200,1,76.81123245,215.56307541,265.15913906,1.92082990,1.71297616
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N2000,1,706.65483235,2020.05463076,2582.86803907,1.79146188,1.65646505
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N500,1,180.87992832,514.83420210,649.42308260,1.82043673,1.67882377
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N5000,1,1853.18407080,5240.24575669,6447.37459655,1.86587042,1.72557181
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N1000,1,343.83037475,978.03032128,1239.99817298,1.82465072,1.67029181
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N200,1,74.88486417,212.40562497,266.69960932,1.84423885,1.67566169
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N2000,1,730.92355694,2076.95030205,2594.27253016,1.83180193,1.69753084
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N500,1,175.67706708,503.89008770,649.23440630,1.76941736,1.64163924
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N5000,1,1877.72189349,5286.30375008,6438.26214956,1.89754007,1.74428648
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N1000,1,263.55507868,803.86538599,1227.53364971,1.43665532,1.37233140
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N200,1,46.65113872,147.66172116,256.03705289,1.28375024,1.19712132
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N2000,1,609.64118565,1810.46181526,2569.40214628,1.56691609,1.48355716
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N500,1,127.70493827,395.11223842,633.32976063,1.37430327,1.30518725
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N5000,1,1661.39605735,4821.81822386,6413.41008789,1.69596831,1.58938938
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N1000,1,338.42320819,970.56851705,1246.84379998,1.77023177,1.64667063
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N200,1,76.23333333,216.73588303,269.43731445,1.82814469,1.69265553
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N2000,1,702.55226824,2014.93982599,2589.04600586,1.76997286,1.64764005
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N500,1,173.03242321,496.20307545,645.31519877,1.77073996,1.62619478
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N5000,1,1854.75739645,5245.47864428,6450.89382301,1.86481147,1.72636279
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N1000,1,334.90414878,961.88187924,1244.40432469,1.76081170,1.63463857
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N200,1,74.40000000,210.08594453,264.34242515,1.87585661,1.67302049
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N2000,1,735.21499014,2083.14501312,2589.33013559,1.85173138,1.70645945
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N500,1,175.19823009,502.07478168,647.76249418,1.77512105,1.63953951
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N5000,1,1834.01769912,5193.76725598,6435.58718909,1.85538078,1.71284145
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N1000,1,251.96652720,776.79306765,1222.26054479,1.38946087,1.32993334
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N2000,1,584.67064846,1756.15262084,2565.28511077,1.50912380,1.43891011
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N500,1,131.11009174,402.62223939,634.07843687,1.40641545,1.32975109
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N1000,1,269.08450704,816.32267062,1229.22140571,1.46141852,1.39274372
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N2000,1,596.43235704,1786.38425359,2575.59564255,1.52326704,1.45851260
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N500,1,136.22123894,413.84775395,635.11756110,1.45475636,1.36658254
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N1000,1,280.22354949,840.69872655,1231.32689721,1.51498592,1.43419261
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N2000,1,603.88141593,1799.72888603,2571.68201012,1.54848268,1.47269376
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N500,1,126.53097345,391.97942827,632.09307044,1.36895721,1.29729126
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N1000,1,264.64247788,805.71356797,1226.78263031,1.44494896,1.37670592
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N2000,1,653.06694561,1906.99661801,2580.31819139,1.65990159,1.56014912
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N500,1,122.07396734,381.93799506,630.73226358,1.32856024,1.26521451
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N1000,1,266.26752504,812.22881331,1232.41614508,1.43615188,1.38103754
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N2000,1,622.03862661,1839.44262593,2575.07720188,1.58950640,1.50499722
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N500,1,124.74336283,387.56409317,630.84900709,1.35692229,1.28485512
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1279.89523810,3143.24543942,1627.14214810,3.72827886,3.89072223
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3206.49523810,7733.35191023,3492.40162055,4.22869564,4.55110495
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N500,1,674.71428571,1664.71392312,867.32774018,3.61733270,3.89676781
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N1000,1,422.58112583,1178.48630997,1305.50363609,1.96880436,1.80584039
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N2000,1,882.39140271,2466.55680135,2727.55980725,1.95075278,1.81102420
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N500,1,204.89038786,581.84209823,679.99807234,1.83608791,1.70438111
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,158.18913197,507.31120394,1088.85842221,1.23604216,1.16131033
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,316.51794872,1026.94115646,2258.27709894,1.19611934,1.13269469
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,84.77995795,268.85085068,567.02793890,1.27675515,1.18141191
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1304.50967742,3206.62736157,1648.92546049,3.70591777,3.94127003
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3245.37142857,7810.88274906,3486.17141617,4.29407783,4.60252552
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,580.28638498,1453.57867787,841.38892650,3.29432890,3.44719647
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N1000,1,396.19221411,1124.79279493,1307.81372796,1.83794598,1.71612431
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N2000,1,879.10462287,2464.90808912,2736.91754965,1.92753600,1.80365641
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N500,1,211.26582278,593.78582414,677.58889800,1.90971200,1.74760441
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,157.83290155,506.60543016,1088.92389346,1.23300638,1.15946123
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,314.88857744,1023.78236693,2258.70142009,1.18919920,1.12859475
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,83.57435897,266.54818816,567.40414253,1.25575349,1.16929186
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1367.13548387,3331.19660238,1638.30331977,3.93128036,4.11458465
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3039.80952381,7378.81980112,3479.31525273,4.03673880,4.34524344
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,636.86592179,1585.49891237,866.67208556,3.41922463,3.70675651
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N1000,1,408.71719457,1150.97636965,1307.97548574,1.89548074,1.75809939
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N2000,1,886.72319688,2477.42901621,2730.88556588,1.95458094,1.81725248
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N500,1,209.25341131,590.99819055,680.11770059,1.87438259,1.73238984
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,156.72829922,503.38970960,1087.27785518,1.23070739,1.15449201
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,313.64472700,1022.31405437,2260.72289661,1.18089561,1.12515772
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,85.10656316,269.85959397,567.61890730,1.27712725,1.18409888
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1378.45714286,3365.60688472,1657.78560678,3.87695774,4.13053252
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3034.32380952,7359.66754561,3465.41262139,4.05943228,4.34318805
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,667.43870968,1649.11081580,866.52555715,3.58449266,3.86104206
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N1000,1,392.33149171,1119.40150928,1312.58712278,1.80405645,1.70120396
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N2000,1,881.52068127,2467.72590000,2732.92939026,1.93961786,1.80841892
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N500,1,207.85888502,589.00146789,681.75307339,1.85104491,1.72203640
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,159.38681319,509.46231245,1088.23911296,1.24781580,1.16769997
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,313.05684368,1020.62356642,2259.88458075,1.18017219,1.12386012
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,81.61377448,262.31249632,567.13208909,1.22830297,1.15032280
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1242.18095238,3081.13070398,1656.76419574,3.49769551,3.77172228
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3053.45714286,7394.08086055,3455.60658827,4.10657905,4.37096982
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,692.68715084,1699.98336165,863.41448533,3.74511940,3.99223456
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N1000,1,403.29133858,1140.65652683,1309.74672860,1.86419234,1.73910995
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N2000,1,890.10462287,2480.65797242,2724.01733960,1.97398857,1.82427861
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N500,1,218.44599303,612.40503811,684.17784473,1.92866772,1.78792837
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,158.29389313,507.19604068,1088.25827399,1.23918514,1.16209806
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,321.30740464,1038.05912745,2260.32898701,1.21046425,1.14411795
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,84.98504114,269.23186843,566.94470891,1.28048562,1.18349276
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1301.76190476,3206.88126165,1659.68662811,3.65343626,3.92704682
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3220.60952381,7757.18914862,3482.38007824,4.26988228,4.57267650
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,668.92380952,1658.30728071,877.51006957,3.50965113,3.85611502
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N1000,1,410.20681265,1154.88069600,1309.41720536,1.89731474,1.76244613
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N2000,1,885.38687783,2469.27599683,2721.22132743,1.96840824,1.81731200
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N500,1,214.37108014,602.47457359,681.58393194,1.91018883,1.76405335
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,156.49900990,503.49197823,1088.32177368,1.22489055,1.15288556
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,320.63589744,1036.48646963,2260.01635496,1.20850382,1.14252246
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,85.16996337,270.19171793,567.97897964,1.27532226,1.18441068
