group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N5000,1,1931.43399638,5327.99437774,6300.65626850,2.05689436,1.83229559
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N1000,1,343.26350245,966.31871948,1226.41343586,1.89801208,1.69957623
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N200,1,63.61153846,177.76991293,225.79747404,1.95265005,1.68363524
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N2000,1,728.27500000,2038.33811439,2525.55215590,1.94107831,1.74393893
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N500,1,173.28805237,489.97420317,633.74679430,1.86633570,1.66587232
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N5000,1,1901.15189873,5260.41512584,6292.57148125,2.03164216,1.81049329
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N1000,1,269.78500986,804.77609602,1211.18106086,1.54373451,1.42159331
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N200,1,39.19592629,123.63527634,219.91367384,1.29686879,1.18618760
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N2000,1,605.42207792,1770.48607968,2504.11695121,1.65137544,1.51773069
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N500,1,116.64330413,364.82624146,620.89826913,1.32987558,1.24952327
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N5000,1,1672.18344156,4771.51225432,6271.17802693,1.80344996,1.63992465
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N1000,1,251.94983819,765.80727824,1207.91908262,1.45252477,1.35301913
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N200,1,43.31863980,132.97868603,221.27163560,1.40797186,1.27117367
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N2000,1,702.74141049,1982.45294040,2520.70980340,1.88274314,1.69730547
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N500,1,117.57402361,365.66919101,618.92538027,1.35265722,1.25790348
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N5000,1,1772.88961039,4984.79020245,6277.43020046,1.90691826,1.71543520
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N1000,1,263.58737864,793.09667576,1213.39922147,1.50065227,1.39647015
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N200,1,39.46650718,124.59777276,220.63148905,1.29353278,1.19070271
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N2000,1,612.54530744,1783.94545602,2501.63171792,1.67534782,1.53179925
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N500,1,109.74587779,349.93309575,619.95595565,1.25663681,1.19740627
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N5000,1,1784.34319527,5011.49054966,6282.53988213,1.91502775,1.72350672
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N1000,1,334.07100592,948.78691899,1229.32805699,1.83535256,1.66244926
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N200,1,63.28076923,178.33510839,228.05521048,1.89009960,1.66946699
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N2000,1,746.07775769,2072.32948817,2519.97628739,2.00041980,1.77910008
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N500,1,183.05501618,514.23530563,640.79066445,1.91346249,1.73064612
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N5000,1,1893.20512821,5244.40352068,6293.55098146,2.02230322,1.80437444
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N1000,1,362.12662338,1008.83582001,1232.20751336,1.97697743,1.76881915
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N200,1,64.97217676,181.74372752,227.84794670,1.94543676,1.70484768
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N2000,1,738.33273056,2061.93951184,2530.31818171,1.95793666,1.76142309
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N500,1,174.27884615,493.81969767,636.95320773,1.85143211,1.66975279
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N5000,1,1894.39644970,5248.48748639,6296.43466411,2.02108554,1.80491157
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N1000,1,341.41538462,965.46082591,1231.79966932,1.86556897,1.68937667
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N200,1,64.38149351,180.05807877,227.02884114,1.94684965,1.69539162
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N2000,1,757.31153846,2099.35970667,2526.50400278,2.01642343,1.79819405
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N500,1,174.44710327,494.86078891,638.19620776,1.84348239,1.66968227
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N5000,1,1901.18461538,5268.83416493,6307.60306418,2.01870627,1.80863560
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N1000,1,367.66546112,1017.05353403,1226.22875705,2.03376891,1.79398961
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N200,1,63.30769231,177.54765985,226.53684158,1.92583952,1.67486371
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N2000,1,748.56057866,2077.94998702,2520.78260665,2.00534268,1.78352294
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N500,1,170.25889968,484.91913241,636.00698955,1.81602857,1.64083977
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N5000,1,1932.28796844,5327.58945359,6296.72500980,2.06125568,1.83344631
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N1000,1,357.55357143,994.90108649,1224.27393782,1.98642611,1.75615178
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N200,1,66.08251748,184.13159697,227.98233399,1.97550356,1.72720170
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N2000,1,745.83269231,2078.89089870,2532.70582150,1.97282883,1.77477796
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N500,1,187.77215190,522.71346074,638.36208471,1.98290545,1.76838050
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N5000,1,1895.52268245,5252.70533653,6299.80342158,2.01938398,1.80533990
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N1000,1,351.03269231,987.09298698,1234.67265542,1.90615048,1.72472268
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N200,1,63.91681736,179.50394584,227.77393741,1.91553449,1.68340751
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N2000,1,710.11242604,2000.24674747,2525.09734781,1.89358759,1.70994325
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N500,1,188.74161736,525.64722194,640.00735940,1.97938693,1.77360834
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N5000,1,1879.45167653,5217.72729823,6297.10922482,2.00456427,1.79355915
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N1000,1,263.55177994,791.69463577,1211.00904463,1.50866138,1.39727665
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N200,1,36.37217771,117.82465381,220.04361043,1.20137394,1.12582355
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N2000,1,617.57988166,1798.64609073,2509.21320710,1.67522283,1.53958215
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N500,1,112.85985986,356.15527772,619.47845042,1.29512573,1.22148452
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N5000,1,1668.09861933,4762.77618842,6270.77119168,1.79936028,1.63687474
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N1000,1,343.02692308,966.25562785,1227.18704358,1.89346422,1.69821091
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N200,1,65.13420622,182.36139042,228.35212943,1.93858198,1.70654091
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N2000,1,745.64497041,2077.94000664,2531.69817290,1.97443732,1.77472509
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N500,1,174.90016367,493.12919916,633.38036974,1.88667662,1.67833514
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N5000,1,1864.59368836,5189.31446466,6301.68358002,1.98484369,1.78180213
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N1000,1,339.01183432,958.32071460,1227.96078259,1.86811002,1.68226665
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N200,1,60.28076923,170.79104529,225.72589691,1.85203486,1.61483405
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N2000,1,706.56792144,1988.61238118,2517.44738072,1.89963640,1.70543187
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N500,1,173.19902913,491.65982845,637.11475699,1.83869856,1.66155251
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N5000,1,1907.69615385,5278.87140234,6301.25182228,2.03109929,1.81433239
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N1000,1,270.30032468,807.31183960,1213.81296875,1.53742175,1.42251351
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N2000,1,682.88269231,1940.44516773,2519.56600576,1.83178416,1.66023094
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N500,1,162.16173570,466.03102607,632.37276306,1.75690358,1.58410243
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N1000,1,311.01309329,896.88393691,1222.36986160,1.73520785,1.57696285
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N2000,1,602.36730769,1761.11545793,2498.70522042,1.65280210,1.51316301
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N500,1,125.78601399,385.23909185,623.35623789,1.41821605,1.31750239
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N1000,1,247.27409262,756.39017988,1208.50235148,1.42365358,1.33446810
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N2000,1,653.33818770,1873.94293738,2510.65388340,1.76945345,1.60681786
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N500,1,142.72168285,423.52501728,628.76214542,1.57086474,1.44144390
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N1000,1,240.42500000,741.23229011,1206.90224721,1.38934036,1.30815177
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N2000,1,610.16396104,1780.26055866,2503.92895169,1.66465105,1.52675618
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N500,1,131.35765125,397.78581278,625.04669583,1.46982956,1.35854683
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N1000,1,252.94836272,770.21011869,1212.09972844,1.44435665,1.35539180
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N2000,1,574.73286713,1702.19038903,2496.26924850,1.58120496,1.46121080
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N500,1,143.07133917,423.59852473,627.58324761,1.58292896,1.44507672
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1295.97101449,3197.47630874,1669.84392638,3.61774269,3.87616009
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2978.35507246,7264.01954141,3493.97845281,3.90572462,4.26444335
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N500,1,592.45652174,1480.84178979,845.42669010,3.33738262,3.49301544
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N1000,1,453.75462963,1246.27633950,1315.99542499,2.09405542,1.96504804
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N2000,1,935.18518519,2572.61211300,2711.33215895,2.08048734,1.97100227
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N500,1,222.16872428,618.38553075,681.58466430,1.98392396,1.87383204
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,144.43122677,469.98676890,1078.63695865,1.18635548,1.12339721
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,300.31009296,972.35394276,2211.64904837,1.20302229,1.13511384
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,80.28795099,255.00978253,559.56121735,1.27087934,1.17614373
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1391.38333333,3413.35018940,1700.62071591,3.75504422,4.10484696
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2962.04347826,7242.60059374,3516.59282526,3.83879705,4.23674700
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,598.47500000,1509.71779294,874.83420230,3.16177816,3.49331132
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N1000,1,462.80851064,1270.56469269,1325.76240695,2.09801220,1.99116741
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N2000,1,910.15120968,2514.05315003,2699.80343377,2.04578263,1.93173116
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N500,1,233.22931442,640.66891647,680.21754557,2.09291311,1.94877598
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,151.39708029,485.28595069,1080.05353515,1.23781174,1.16001341
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,305.73997234,984.46428007,2213.08560785,1.22196119,1.14898341
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,79.83333333,254.16335223,559.74245901,1.26223471,1.17130636
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1391.97500000,3416.50831364,1704.08658955,3.74263808,4.10422012
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2892.21232877,7082.68167217,3490.60557704,3.79948181,4.15681431
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,650.34246575,1618.39207062,875.94490554,3.42775150,3.75153051
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N1000,1,460.43498818,1261.53926022,1318.41733773,2.11542729,1.98682917
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N2000,1,947.28888889,2596.77251089,2709.43198628,2.11098369,1.99181838
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N500,1,227.63703704,629.72210373,681.48432282,2.03348377,1.91029452
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,152.42273656,486.80622061,1078.94381001,1.25073662,1.16599768
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,303.33540802,980.33215552,2214.66489985,1.20929755,1.14238121
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,79.90514120,254.16310666,559.47273748,1.26552881,1.17228895
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1334.30821918,3286.36538605,1686.07974798,3.65843792,3.96592840
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2979.55833333,7268.53200065,3497.58865117,3.89991718,4.26479605
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,679.34057971,1677.77213167,874.08608810,3.59467865,3.89859261
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N1000,1,465.63456790,1272.26499277,1318.22523235,2.14007184,2.00487133
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N2000,1,958.50779510,2614.59396533,2699.43970597,2.15518043,2.01333253
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N500,1,241.41385435,659.18846322,682.86070497,2.14599798,2.00046255
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,149.01039387,479.89062522,1079.29202337,1.22134002,1.14760145
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,300.77232143,974.79038932,2214.30129541,1.19977504,1.13577507
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,81.06691450,256.97018469,560.16882807,1.27829178,1.18358653
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1340.06849315,3311.69693879,1710.07551551,3.58001676,3.96663577
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2817.90000000,6926.75808118,3488.61434613,3.70573564,4.06361632
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,673.30000000,1662.59576640,869.42080452,3.59824589,3.87375208
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N1000,1,443.61465721,1224.28664274,1314.43886738,2.05315944,1.93080516
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N2000,1,912.17824074,2519.61973574,2702.22192156,2.04589018,1.93455331
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N500,1,222.02404810,615.81090459,677.49287291,2.01203912,1.87672950
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,148.41564084,478.87367631,1079.69183922,1.21487275,1.14425062
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,303.29737206,979.88373977,2214.00038635,1.21042858,1.14242008
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,80.06768559,254.65912374,559.75602677,1.26583141,1.17370211
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1385.34782609,3404.88660102,1708.01940902,3.70913089,4.08469584
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2867.90833333,7023.68424489,3475.55019081,3.79759761,4.13081067
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,692.54166667,1709.60526050,881.88164390,3.60504849,3.95561985
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N1000,1,450.69153226,1239.60914860,1315.48109651,2.08189602,1.95473312
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N2000,1,952.94877506,2608.11714690,2708.62775795,2.12511989,2.00153927
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N500,1,232.06013363,638.19410900,680.14732008,2.08294636,1.94105914
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,150.10471881,481.92698242,1078.85374782,1.23207985,1.15364479
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,307.38353272,988.44427927,2214.08625497,1.22656789,1.15305563
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,78.24493341,250.81595043,559.67363548,1.23765943,1.15504427
