group,n,meanMakespan,meanEnergy,meanCost,meanImbalance,meanObjective
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N1000,1,252.47965475,780.90006442,1257.64686065,1.37569678,1.30132292
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N200,1,41.60288809,132.90997873,236.82623139,1.24967926,1.16455877
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N2000,1,576.17572464,1706.83909724,2475.59453264,1.58003300,1.45545575
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N500,1,125.76730988,383.88118836,607.61265202,1.43335202,1.32614053
formalfull|E2_ablation|LSCBO|no_phase2|W0_equal|default_4_to_1|LEVY|N5000,1,1631.11049724,4685.31280078,6215.69545176,1.76001492,1.59923459
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N1000,1,262.20454545,800.97052800,1257.30535495,1.42974939,1.33750097
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N200,1,41.21583221,131.62159539,235.95860093,1.25109525,1.15824214
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N2000,1,537.39950678,1624.10735121,2472.08820675,1.47938781,1.38291208
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N500,1,116.75910931,363.53472857,604.76977651,1.34815890,1.25883617
formalfull|E2_ablation|LSCBO|no_phase3|W0_equal|default_4_to_1|LEVY|N5000,1,1633.43639053,4689.15808266,6213.89485929,1.76389545,1.60116455
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N1000,1,355.69962687,1005.50592972,1274.86252274,1.86802482,1.67420395
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N200,1,62.20098644,179.93487027,244.22816735,1.71581227,1.54566068
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N2000,1,706.19962687,1985.44796914,2489.50086871,1.90749748,1.69669016
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N500,1,161.40579710,463.02558600,616.42824066,1.76844835,1.58972846
formalfull|E3_evolution|CBO|V1_CBO|W0_equal|default_4_to_1|NONE|N5000,1,1820.02798507,5091.72412482,6238.79525565,1.94447561,1.73859521
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N1000,1,351.11007463,995.05026043,1273.25313893,1.85017698,1.65826042
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N200,1,64.34549601,183.69730181,242.95863322,1.80018555,1.58951260
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N2000,1,701.24309392,1979.83413923,2497.98297340,1.87690893,1.68499922
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N500,1,163.88262911,468.99485181,617.88479910,1.78419637,1.60693362
formalfull|E3_evolution|LSCBO|V2_CBO_plus_Levy|W0_equal|default_4_to_1|LEVY|N5000,1,1724.16977612,4890.83927256,6236.67080515,1.84373682,1.66696317
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N1000,1,252.31902985,778.23156420,1253.44590362,1.38752573,1.30204516
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N200,1,41.50391459,132.25830612,236.02437130,1.25883464,1.16378653
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N2000,1,573.65009208,1702.37824447,2477.03611974,1.57062341,1.45039340
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N500,1,115.46597633,360.13823965,603.50534512,1.34105940,1.24967715
formalfull|E3_evolution|LSCBO|V3_CBO_plus_LS|W0_equal|default_4_to_1|NONE|N5000,1,1543.24569640,4492.37545549,6197.90123337,1.67809437,1.53475020
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N1000,1,253.25997719,780.13069963,1253.33579485,1.39303747,1.30558195
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N200,1,42.69426152,134.49922564,235.59422543,1.30173170,1.18778401
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N2000,1,566.85634328,1690.84524527,2481.75327918,1.54404574,1.43664849
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N500,1,110.75909091,349.74425119,602.44698624,1.29274835,1.21395102
formalfull|E3_evolution|LSCBO|V4_CBO_plus_Levy_plus_LS|W0_equal|default_4_to_1|LEVY|N5000,1,1561.39042357,4536.63249610,6209.52117958,1.68928672,1.54735256
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N1000,1,263.00228050,801.02659165,1254.41476308,1.44319825,1.34145592
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N200,1,45.95199183,141.74365090,236.41770226,1.38712773,1.25014066
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N2000,1,545.55283308,1639.93375792,2470.00076521,1.50529284,1.39871489
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N500,1,116.72037915,364.37777069,606.43249044,1.33744095,1.25748475
formalfull|E3_evolution|LSCBO|V5_LSCBO_final|W0_equal|default_4_to_1|LEVY|N5000,1,1583.63609467,4581.50662684,6206.87334827,1.71532014,1.56435636
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N1000,1,343.88820827,978.66781308,1270.84673252,1.82135966,1.63304537
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N200,1,62.69640063,180.42260394,243.24828474,1.74838178,1.55744603
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N2000,1,698.46860643,1977.60305203,2504.37134453,1.85678341,1.67807390
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N500,1,169.49094203,481.65067304,619.63410386,1.83130360,1.64734063
formalfull|E4_main|AOA|AOA|W0_equal|default_4_to_1|NONE|N5000,1,1790.66298343,5028.83931385,6235.72135208,1.91561914,1.71693379
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N1000,1,347.25421133,986.97058381,1273.16920837,1.83018225,1.64417756
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N200,1,68.09319527,192.63373302,244.99033718,1.86268392,1.65491986
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N2000,1,693.65930018,1962.97171633,2496.06983870,1.86042115,1.67133340
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N500,1,168.78079710,478.42711557,616.49474389,1.84871398,1.64540399
formalfull|E4_main|CBO|CBO|W0_equal|default_4_to_1|NONE|N5000,1,1781.50000000,5012.84640969,6241.29531245,1.90128187,1.70943107
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N1000,1,361.86064319,1017.93919513,1274.13858928,1.90327498,1.69715135
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N200,1,63.17723881,181.01730110,242.51559645,1.77630815,1.56847511
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N2000,1,688.45522388,1950.84209203,2493.75180111,1.85106690,1.66221917
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N500,1,166.01473297,472.82786126,616.78882664,1.81607636,1.62418029
formalfull|E4_main|DBO|DBO|W0_equal|default_4_to_1|NONE|N5000,1,1817.79291045,5085.81831139,6236.54632133,1.94395601,1.73718379
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N1000,1,347.34622468,986.82933360,1272.56990794,1.83298305,1.64482813
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N200,1,68.80887793,193.45118000,243.77793176,1.90756735,1.67187466
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N2000,1,699.64130435,1977.56425700,2499.90389629,1.86877839,1.68147484
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N500,1,162.19521179,465.83551461,618.52580710,1.76090987,1.59356330
formalfull|E4_main|GTO|GTO|W0_equal|default_4_to_1|NONE|N5000,1,1795.02762431,5032.36263642,6225.69592939,1.92856190,1.72137067
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N1000,1,342.87126866,978.48300961,1274.32760984,1.80267987,1.62753143
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N200,1,66.98183653,189.41080893,243.35666909,1.86563198,1.63846220
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N2000,1,718.84346225,2016.51413100,2498.00557738,1.92397056,1.71791828
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N500,1,168.12426036,478.35667262,618.82995938,1.82287223,1.63791093
formalfull|E4_main|GWO|GWO|W0_equal|default_4_to_1|NONE|N5000,1,1770.88581952,4986.06189581,6232.88636425,1.89676290,1.70242053
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N1000,1,343.81767956,982.01760361,1277.14083816,1.79702393,1.62958418
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N200,1,64.31562819,184.08794395,243.77379338,1.78308419,1.58679844
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N2000,1,679.63067293,1933.14980049,2494.99774241,1.82489475,1.64535343
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N500,1,161.65111940,463.33298645,616.06160284,1.77398673,1.59196090
formalfull|E4_main|HHO|HHO|W0_equal|default_4_to_1|NONE|N5000,1,1787.38059701,5020.89409490,6233.72890702,1.91373935,1.71470011
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N1000,1,306.94384058,900.88116958,1269.37215307,1.63078308,1.49806686
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N200,1,43.86390533,137.39710790,236.42424924,1.32399113,1.20932196
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N2000,1,638.26923077,1844.64497338,2490.79446171,1.72160627,1.56888445
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N500,1,111.46022727,352.54553564,604.86003689,1.28643908,1.21795055
formalfull|E4_main|LSCBO|LSCBO|W0_equal|default_4_to_1|LEVY|N5000,1,1628.72101449,4678.95464560,6213.21133273,1.75932290,1.59768436
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N1000,1,341.33701657,974.45551367,1272.83156246,1.80027750,1.62266831
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N200,1,63.95405819,183.52641235,244.11892401,1.76629978,1.57907367
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N2000,1,697.66114180,1970.16917842,2494.01836439,1.87528146,1.67939467
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N500,1,159.63586957,458.94517498,615.72072910,1.75449633,1.57706349
formalfull|E4_main|PSO|PSO|W0_equal|default_4_to_1|NONE|N5000,1,1850.22836096,5154.40147769,6238.36308126,1.97710614,1.76128677
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N1000,1,332.95471014,953.90885244,1267.28122135,1.77687378,1.59469157
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N200,1,64.42934783,183.65048101,242.55991147,1.81061039,1.59218597
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N2000,1,693.99631676,1964.77670532,2498.05500673,1.85736936,1.67142285
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N500,1,159.96424168,460.23106843,616.80394188,1.74977281,1.57845397
formalfull|E4_main|WOA|WOA|W0_equal|default_4_to_1|NONE|N5000,1,1781.57971014,5007.36160868,6231.12375758,1.90965903,1.71064571
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N1000,1,267.18639053,811.98081228,1258.44194761,1.45331158,1.35558249
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N2000,1,561.53208138,1677.04227640,2476.87391736,1.53771810,1.42756982
formalfull|perturbation|LSCBO|CAUCHY|W0_equal|default_4_to_1|CAUCHY|N500,1,125.94640123,384.95527984,608.87442412,1.42718380,1.32661155
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N1000,1,266.71674491,810.20352809,1257.00400714,1.45531006,1.35434406
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N2000,1,595.99217527,1751.63494769,2481.91537356,1.62312144,1.49146301
formalfull|perturbation|LSCBO|GAUSSIAN|W0_equal|default_4_to_1|GAUSSIAN|N500,1,155.57248521,449.67558697,614.27316201,1.72078810,1.54772965
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N1000,1,263.33208955,802.71702710,1256.22076296,1.43930251,1.34205479
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N2000,1,556.21592649,1666.27112787,2477.42143081,1.52224723,1.41743768
formalfull|perturbation|LSCBO|LEVY|W0_equal|default_4_to_1|LEVY|N500,1,110.38218152,349.25351724,602.97707535,1.28516862,1.21072243
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N1000,1,259.69981584,793.99148898,1254.13582078,1.42594938,1.32927236
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N2000,1,532.87500000,1615.33954220,2473.27305096,1.46502107,1.37415078
formalfull|perturbation|LSCBO|NONE|W0_equal|default_4_to_1|NONE|N500,1,111.90505360,352.90653134,603.84173041,1.29767374,1.22197558
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N1000,1,269.79772727,817.49465491,1258.57435156,1.46709283,1.36521298
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N2000,1,687.86556169,1952.63699251,2499.19385516,1.83871966,1.65965040
formalfull|perturbation|LSCBO|RANDOM_RESTART|W0_equal|default_4_to_1|RANDOM_RESTART|N500,1,117.03672986,364.51874493,605.49992890,1.34682259,1.26050528
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1384.36029412,3390.01523665,1709.50177304,3.80036315,4.30183558
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3273.66981132,7862.12431649,3439.50510223,4.36358522,5.05465831
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|heterogeneous_20_to_1|NONE|N500,1,687.12264151,1681.14382572,837.60290563,3.82287860,4.36051996
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N1000,1,418.23340040,1168.02365138,1332.89277097,1.95777472,1.80435541
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N2000,1,848.46963563,2355.65781511,2622.36605859,2.00408931,1.85355345
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|medium_5_to_1|NONE|N500,1,207.81891348,576.55932847,646.73979069,2.00996400,1.83737044
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,164.51132464,521.85774234,1121.25191881,1.27557242,1.18471419
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,313.02380952,1003.71265914,2196.78662573,1.23657669,1.16202516
formalfull|vm_heterogeneity|AOA|AOA|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,80.78899721,255.32373294,544.87790473,1.28953749,1.19077809
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1492.18867925,3619.62167233,1718.43691302,4.05657373,4.59012674
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3128.47058824,7546.14872634,3415.24612653,4.22468740,4.86301632
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,647.00943396,1590.65467264,825.14695839,3.70233321,4.15180582
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N1000,1,417.15090543,1168.02682090,1336.95783224,1.93795671,1.79872528
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N2000,1,825.65825688,2305.21099177,2617.10444688,1.95995200,1.81546767
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|medium_5_to_1|NONE|N500,1,206.74036511,576.00281611,649.78262483,1.97626843,1.82667752
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,160.94056464,514.79936856,1121.93719603,1.24523920,1.16634206
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,309.06789668,996.08507178,2197.89164165,1.21882096,1.15156310
formalfull|vm_heterogeneity|CBO|CBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,78.82573529,251.00027001,544.45790367,1.26158335,1.17075940
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1524.77941176,3712.61379559,1763.60748795,3.95109815,4.64863065
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,3052.93396226,7399.82793489,3435.13104930,4.07887140,4.75159027
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,670.85849057,1646.40683235,836.06688361,3.74519360,4.27163452
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N1000,1,424.32110092,1179.06622327,1329.94052344,1.99731246,1.82650557
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N2000,1,839.02434077,2335.00234653,2620.60607086,1.98508035,1.83769100
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|medium_5_to_1|NONE|N500,1,211.54587156,583.28161497,644.86381359,2.06096765,1.86551550
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,162.40665702,517.78800516,1121.81889546,1.25704298,1.17381062
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,303.79895219,983.70886240,2195.37300659,1.20282141,1.13844452
formalfull|vm_heterogeneity|DBO|DBO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,80.44799406,254.62356333,544.89636129,1.28394316,1.18721815
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1416.56617647,3466.98017002,1727.26659428,3.81436719,4.37838706
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2930.51886792,7120.19429850,3390.84710759,4.01022563,4.59725292
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,674.46226415,1658.95860276,845.14591940,3.69049071,4.28066485
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N1000,1,436.70422535,1211.08142558,1341.13117098,2.01318283,1.86273718
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N2000,1,859.60779817,2380.64740463,2625.57921022,2.02425250,1.87194241
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|medium_5_to_1|NONE|N500,1,202.74696356,563.80792843,642.80708281,1.99120456,1.80605917
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,159.48107715,511.71628252,1121.86071923,1.23423889,1.15899002
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,309.88781575,997.33325393,2197.06367301,1.22365250,1.15385480
formalfull|vm_heterogeneity|GTO|GTO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,80.68965517,255.38813380,545.36635895,1.28394763,1.18928947
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1487.78301887,3615.45905488,1727.46542803,4.00527399,4.57192180
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2992.93396226,7263.53530377,3414.80431329,4.04262348,4.67557574
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,651.10377358,1604.20993434,834.19265588,3.65018627,4.16350451
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N1000,1,425.12614679,1185.33163022,1338.19933394,1.97046130,1.82509340
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N2000,1,861.69527897,2388.15487402,2631.26460211,2.01835927,1.87407286
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|medium_5_to_1|NONE|N500,1,206.36909871,573.28092268,646.27546565,1.99953363,1.82773012
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,163.57742402,520.06238839,1121.52240902,1.26726809,1.17986559
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,309.29411765,995.15261616,2195.36489292,1.22459398,1.15267391
formalfull|vm_heterogeneity|GWO|GWO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,78.66939079,250.73637256,544.56918016,1.25818479,1.16903341
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N1000,1,1480.08088235,3599.06196430,1726.83367691,3.98725151,4.55140130
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N2000,1,2988.97169811,7223.68365853,3357.92984242,4.16526453,4.69043552
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|heterogeneous_20_to_1|NONE|N500,1,679.47272727,1659.01703977,826.46186932,3.87642862,4.33250597
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N1000,1,411.02012072,1152.10437632,1331.28787466,1.92980810,1.78065986
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N2000,1,841.10323887,2339.65190806,2621.17941375,1.98891971,1.84113650
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|medium_5_to_1|NONE|N500,1,191.68623482,541.76886451,644.61450055,1.86930298,1.72660935
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N1000,1,161.87843705,516.99599620,1122.37410424,1.25080444,1.17089963
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N2000,1,305.05461255,986.46322517,2195.62213325,1.20731657,1.14164495
formalfull|vm_heterogeneity|HHO|HHO|W0_equal|near_homogeneous_1_5_to_1|NONE|N500,1,80.33462532,254.38015551,544.88335996,1.28224023,1.18605253
